Frequency [Hz], |S00| [-], |S10| [-], |S20| [-], Arg(S00) [-], Arg(S10) [-], Arg(S20) [-], Delay 0>0 [s], Delay 0>1 [s], Delay 0>2 [s], |Z0| [Ohm] , Arg(Z0) [-]
2.613000e+09, 1.419780e-01, 7.194643e-01, 7.196269e-01, 1.757306e+00, -6.872250e-01, -1.116175e+00, 1.170116e-10, 3.602776e-11, 8.276505e-11, 5.265086e+01, -2.774281e-01
2.616800e+09, 1.419818e-01, 7.195159e-01, 7.195703e-01, 1.754513e+00, -6.880852e-01, -1.118151e+00, 1.171762e-10, 3.599256e-11, 8.287752e-11, 5.261060e+01, -2.775733e-01
2.620600e+09, 1.419852e-01, 7.195681e-01, 7.195128e-01, 1.751715e+00, -6.889446e-01, -1.120130e+00, 1.173387e-10, 3.595690e-11, 8.298958e-11, 5.257028e+01, -2.777158e-01
2.624400e+09, 1.419881e-01, 7.196207e-01, 7.194545e-01, 1.748913e+00, -6.898031e-01, -1.122111e+00, 1.174995e-10, 3.592076e-11, 8.310120e-11, 5.252991e+01, -2.778555e-01
2.628200e+09, 1.419906e-01, 7.196739e-01, 7.193955e-01, 1.746108e+00, -6.906607e-01, -1.124095e+00, 1.176590e-10, 3.588413e-11, 8.321237e-11, 5.248949e+01, -2.779925e-01
2.632000e+09, 1.419926e-01, 7.197275e-01, 7.193356e-01, 1.743299e+00, -6.915175e-01, -1.126082e+00, 1.178177e-10, 3.584701e-11, 8.332308e-11, 5.244901e+01, -2.781267e-01
2.635800e+09, 1.419943e-01, 7.197816e-01, 7.192750e-01, 1.740486e+00, -6.923734e-01, -1.128072e+00, 1.179760e-10, 3.580938e-11, 8.343334e-11, 5.240850e+01, -2.782583e-01
2.639600e+09, 1.419956e-01, 7.198363e-01, 7.192135e-01, 1.737669e+00, -6.932284e-01, -1.130064e+00, 1.181344e-10, 3.577125e-11, 8.354316e-11, 5.236793e+01, -2.783872e-01
2.643400e+09, 1.419965e-01, 7.198914e-01, 7.191512e-01, 1.734848e+00, -6.940824e-01, -1.132058e+00, 1.182935e-10, 3.573260e-11, 8.365256e-11, 5.232732e+01, -2.785134e-01
2.647200e+09, 1.419970e-01, 7.199471e-01, 7.190881e-01, 1.732024e+00, -6.949356e-01, -1.134056e+00, 1.184537e-10, 3.569344e-11, 8.376155e-11, 5.228666e+01, -2.786370e-01
2.651000e+09, 1.419972e-01, 7.200032e-01, 7.190242e-01, 1.729196e+00, -6.957878e-01, -1.136056e+00, 1.186156e-10, 3.565377e-11, 8.387018e-11, 5.224596e+01, -2.787579e-01
2.654800e+09, 1.419971e-01, 7.200600e-01, 7.189594e-01, 1.726363e+00, -6.966391e-01, -1.138058e+00, 1.187796e-10, 3.561360e-11, 8.397849e-11, 5.220521e+01, -2.788763e-01
2.658600e+09, 1.419967e-01, 7.201172e-01, 7.188939e-01, 1.723527e+00, -6.974894e-01, -1.140063e+00, 1.189463e-10, 3.557293e-11, 8.408653e-11, 5.216442e+01, -2.789922e-01
2.662400e+09, 1.419960e-01, 7.201750e-01, 7.188275e-01, 1.720688e+00, -6.983388e-01, -1.142071e+00, 1.191163e-10, 3.553176e-11, 8.419434e-11, 5.212358e+01, -2.791055e-01
2.666200e+09, 1.419950e-01, 7.202333e-01, 7.187604e-01, 1.717843e+00, -6.991871e-01, -1.144081e+00, 1.192900e-10, 3.549012e-11, 8.430201e-11, 5.208270e+01, -2.792163e-01
2.670000e+09, 1.419938e-01, 7.202923e-01, 7.186924e-01, 1.714995e+00, -7.000345e-01, -1.146094e+00, 1.194678e-10, 3.544800e-11, 8.440959e-11, 5.204178e+01, -2.793246e-01
2.673800e+09, 1.419924e-01, 7.203517e-01, 7.186237e-01, 1.712143e+00, -7.008808e-01, -1.148109e+00, 1.196505e-10, 3.540543e-11, 8.451716e-11, 5.200081e+01, -2.794305e-01
2.677600e+09, 1.419907e-01, 7.204118e-01, 7.185542e-01, 1.709286e+00, -7.017262e-01, -1.150127e+00, 1.198383e-10, 3.536243e-11, 8.462481e-11, 5.195979e+01, -2.795340e-01
2.681400e+09, 1.419889e-01, 7.204725e-01, 7.184839e-01, 1.706425e+00, -7.025705e-01, -1.152148e+00, 1.200317e-10, 3.531901e-11, 8.473262e-11, 5.191872e+01, -2.796350e-01
2.685200e+09, 1.419868e-01, 7.205337e-01, 7.184129e-01, 1.703559e+00, -7.034138e-01, -1.154171e+00, 1.202312e-10, 3.527519e-11, 8.484069e-11, 5.187761e+01, -2.797337e-01
2.689000e+09, 1.419846e-01, 7.205956e-01, 7.183412e-01, 1.700688e+00, -7.042560e-01, -1.156196e+00, 1.204372e-10, 3.523099e-11, 8.494910e-11, 5.183644e+01, -2.798300e-01
2.692800e+09, 1.419822e-01, 7.206581e-01, 7.182687e-01, 1.697813e+00, -7.050972e-01, -1.158225e+00, 1.206501e-10, 3.518644e-11, 8.505797e-11, 5.179523e+01, -2.799239e-01
2.696600e+09, 1.419796e-01, 7.207212e-01, 7.181955e-01, 1.694932e+00, -7.059373e-01, -1.160256e+00, 1.208702e-10, 3.514156e-11, 8.516738e-11, 5.175396e+01, -2.800155e-01
2.700400e+09, 1.419769e-01, 7.207850e-01, 7.181216e-01, 1.692046e+00, -7.067764e-01, -1.162289e+00, 1.210979e-10, 3.509637e-11, 8.527746e-11, 5.171264e+01, -2.801048e-01
2.704200e+09, 1.419741e-01, 7.208495e-01, 7.180471e-01, 1.689155e+00, -7.076143e-01, -1.164325e+00, 1.213334e-10, 3.505091e-11, 8.538830e-11, 5.167125e+01, -2.801917e-01
2.708000e+09, 1.419711e-01, 7.209146e-01, 7.179718e-01, 1.686258e+00, -7.084512e-01, -1.166364e+00, 1.215770e-10, 3.500520e-11, 8.550002e-11, 5.162981e+01, -2.802764e-01
2.711800e+09, 1.419680e-01, 7.209804e-01, 7.178960e-01, 1.683355e+00, -7.092870e-01, -1.168405e+00, 1.218289e-10, 3.495927e-11, 8.561272e-11, 5.158831e+01, -2.803587e-01
2.715600e+09, 1.419648e-01, 7.210470e-01, 7.178195e-01, 1.680446e+00, -7.101217e-01, -1.170449e+00, 1.220893e-10, 3.491314e-11, 8.572651e-11, 5.154675e+01, -2.804387e-01
2.719400e+09, 1.419614e-01, 7.211142e-01, 7.177423e-01, 1.677531e+00, -7.109553e-01, -1.172496e+00, 1.223584e-10, 3.486686e-11, 8.584150e-11, 5.150512e+01, -2.805164e-01
2.723200e+09, 1.419579e-01, 7.211822e-01, 7.176646e-01, 1.674610e+00, -7.117878e-01, -1.174546e+00, 1.226362e-10, 3.482043e-11, 8.595780e-11, 5.146342e+01, -2.805917e-01
2.727000e+09, 1.419543e-01, 7.212510e-01, 7.175863e-01, 1.671682e+00, -7.126191e-01, -1.176598e+00, 1.229227e-10, 3.477391e-11, 8.607551e-11, 5.142165e+01, -2.806647e-01
2.730800e+09, 1.419506e-01, 7.213205e-01, 7.175074e-01, 1.668747e+00, -7.134494e-01, -1.178653e+00, 1.232181e-10, 3.472730e-11, 8.619473e-11, 5.137980e+01, -2.807353e-01
2.734600e+09, 1.419467e-01, 7.213907e-01, 7.174279e-01, 1.665805e+00, -7.142785e-01, -1.180711e+00, 1.235222e-10, 3.468065e-11, 8.631556e-11, 5.133788e+01, -2.808035e-01
2.738400e+09, 1.419427e-01, 7.214618e-01, 7.173479e-01, 1.662856e+00, -7.151066e-01, -1.182772e+00, 1.238350e-10, 3.463398e-11, 8.643809e-11, 5.129589e+01, -2.808693e-01
2.742200e+09, 1.419385e-01, 7.215337e-01, 7.172673e-01, 1.659899e+00, -7.159335e-01, -1.184836e+00, 1.241565e-10, 3.458732e-11, 8.656242e-11, 5.125381e+01, -2.809327e-01
2.746000e+09, 1.419341e-01, 7.216064e-01, 7.171862e-01, 1.656935e+00, -7.167593e-01, -1.186903e+00, 1.244863e-10, 3.454070e-11, 8.668861e-11, 5.121165e+01, -2.809935e-01
2.749800e+09, 1.419296e-01, 7.216799e-01, 7.171046e-01, 1.653962e+00, -7.175840e-01, -1.188973e+00, 1.248244e-10, 3.449414e-11, 8.681677e-11, 5.116940e+01, -2.810518e-01
2.753600e+09, 1.419248e-01, 7.217542e-01, 7.170224e-01, 1.650982e+00, -7.184076e-01, -1.191045e+00, 1.251705e-10, 3.444767e-11, 8.694694e-11, 5.112707e+01, -2.811076e-01
2.757400e+09, 1.419199e-01, 7.218295e-01, 7.169397e-01, 1.647993e+00, -7.192301e-01, -1.193121e+00, 1.255243e-10, 3.440131e-11, 8.707921e-11, 5.108464e+01, -2.811607e-01
2.761200e+09, 1.419147e-01, 7.219056e-01, 7.168565e-01, 1.644996e+00, -7.200514e-01, -1.195200e+00, 1.258856e-10, 3.435509e-11, 8.721362e-11, 5.104213e+01, -2.812111e-01
2.765000e+09, 1.419092e-01, 7.219826e-01, 7.167728e-01, 1.641991e+00, -7.208717e-01, -1.197283e+00, 1.262539e-10, 3.430902e-11, 8.735023e-11, 5.099952e+01, -2.812588e-01
2.768800e+09, 1.419035e-01, 7.220605e-01, 7.166886e-01, 1.638976e+00, -7.216909e-01, -1.199368e+00, 1.266290e-10, 3.426313e-11, 8.748908e-11, 5.095682e+01, -2.813037e-01
2.772600e+09, 1.418974e-01, 7.221393e-01, 7.166039e-01, 1.635953e+00, -7.225089e-01, -1.201457e+00, 1.270104e-10, 3.421743e-11, 8.763020e-11, 5.091402e+01, -2.813457e-01
2.776400e+09, 1.418911e-01, 7.222190e-01, 7.165186e-01, 1.632920e+00, -7.233259e-01, -1.203549e+00, 1.273976e-10, 3.417194e-11, 8.777363e-11, 5.087112e+01, -2.813848e-01
2.780200e+09, 1.418844e-01, 7.222997e-01, 7.164328e-01, 1.629879e+00, -7.241418e-01, -1.205645e+00, 1.277903e-10, 3.412668e-11, 8.791936e-11, 5.082812e+01, -2.814210e-01
2.784000e+09, 1.418773e-01, 7.223813e-01, 7.163465e-01, 1.626827e+00, -7.249566e-01, -1.207744e+00, 1.281878e-10, 3.408165e-11, 8.806743e-11, 5.078502e+01, -2.814540e-01
2.787800e+09, 1.418698e-01, 7.224639e-01, 7.162596e-01, 1.623767e+00, -7.257704e-01, -1.209847e+00, 1.285899e-10, 3.403688e-11, 8.821781e-11, 5.074182e+01, -2.814839e-01
2.791600e+09, 1.418619e-01, 7.225475e-01, 7.161722e-01, 1.620697e+00, -7.265830e-01, -1.211953e+00, 1.289959e-10, 3.399235e-11, 8.837051e-11, 5.069852e+01, -2.815106e-01
2.795400e+09, 1.418535e-01, 7.226320e-01, 7.160842e-01, 1.617617e+00, -7.273946e-01, -1.214063e+00, 1.294052e-10, 3.394810e-11, 8.852551e-11, 5.065512e+01, -2.815340e-01
2.799200e+09, 1.418447e-01, 7.227175e-01, 7.159956e-01, 1.614527e+00, -7.282052e-01, -1.216177e+00, 1.298175e-10, 3.390411e-11, 8.868279e-11, 5.061161e+01, -2.815540e-01
2.803000e+09, 1.418353e-01, 7.228041e-01, 7.159064e-01, 1.611427e+00, -7.290147e-01, -1.218294e+00, 1.302321e-10, 3.386039e-11, 8.884230e-11, 5.056800e+01, -2.815706e-01
2.806800e+09, 1.418254e-01, 7.228916e-01, 7.158166e-01, 1.608318e+00, -7.298231e-01, -1.220416e+00, 1.306485e-10, 3.381695e-11, 8.900401e-11, 5.052429e+01, -2.815836e-01
2.810600e+09, 1.418149e-01, 7.229802e-01, 7.157262e-01, 1.605199e+00, -7.306306e-01, -1.222541e+00, 1.310662e-10, 3.377377e-11, 8.916786e-11, 5.048047e+01, -2.815930e-01
2.814400e+09, 1.418039e-01, 7.230698e-01, 7.156350e-01, 1.602069e+00, -7.314369e-01, -1.224670e+00, 1.314846e-10, 3.373086e-11, 8.933380e-11, 5.043656e+01, -2.815988e-01
2.818200e+09, 1.417921e-01, 7.231605e-01, 7.155432e-01, 1.598930e+00, -7.322423e-01, -1.226803e+00, 1.319032e-10, 3.368822e-11, 8.950177e-11, 5.039254e+01, -2.816007e-01
2.822000e+09, 1.417798e-01, 7.232522e-01, 7.154507e-01, 1.595781e+00, -7.330467e-01, -1.228940e+00, 1.323215e-10, 3.364583e-11, 8.967169e-11, 5.034842e+01, -2.815988e-01
2.825800e+09, 1.417667e-01, 7.233449e-01, 7.153574e-01, 1.592621e+00, -7.338500e-01, -1.231081e+00, 1.327390e-10, 3.360368e-11, 8.984349e-11, 5.030421e+01, -2.815930e-01
2.829600e+09, 1.417530e-01, 7.234387e-01, 7.152634e-01, 1.589452e+00, -7.346523e-01, -1.233226e+00, 1.331552e-10, 3.356178e-11, 9.001708e-11, 5.025990e+01, -2.815831e-01
2.833400e+09, 1.417385e-01, 7.235336e-01, 7.151685e-01, 1.586273e+00, -7.354536e-01, -1.235375e+00, 1.335698e-10, 3.352009e-11, 9.019238e-11, 5.021550e+01, -2.815692e-01
2.837200e+09, 1.417232e-01, 7.236296e-01, 7.150728e-01, 1.583084e+00, -7.362540e-01, -1.237528e+00, 1.339821e-10, 3.347861e-11, 9.036930e-11, 5.017100e+01, -2.815511e-01
2.841000e+09, 1.417072e-01, 7.237266e-01, 7.149763e-01, 1.579885e+00, -7.370533e-01, -1.239686e+00, 1.343920e-10, 3.343733e-11, 9.054773e-11, 5.012641e+01, -2.815288e-01
2.844800e+09, 1.416903e-01, 7.238248e-01, 7.148788e-01, 1.576676e+00, -7.378517e-01, -1.241848e+00, 1.347990e-10, 3.339623e-11, 9.072759e-11, 5.008173e+01, -2.815021e-01
2.848600e+09, 1.416726e-01, 7.239240e-01, 7.147804e-01, 1.573457e+00, -7.386490e-01, -1.244014e+00, 1.352027e-10, 3.335528e-11, 9.090877e-11, 5.003697e+01, -2.814712e-01
2.852400e+09, 1.416541e-01, 7.240243e-01, 7.146811e-01, 1.570229e+00, -7.394454e-01, -1.246185e+00, 1.356029e-10, 3.331447e-11, 9.109116e-11, 4.999213e+01, -2.814358e-01
2.856200e+09, 1.416348e-01, 7.241258e-01, 7.145807e-01, 1.566992e+00, -7.402408e-01, -1.248360e+00, 1.359994e-10, 3.327379e-11, 9.127467e-11, 4.994720e+01, -2.813959e-01
2.860000e+09, 1.416145e-01, 7.242283e-01, 7.144794e-01, 1.563744e+00, -7.410353e-01, -1.250539e+00, 1.363918e-10, 3.323320e-11, 9.145920e-11, 4.990220e+01, -2.813515e-01
2.863800e+09, 1.415934e-01, 7.243320e-01, 7.143769e-01, 1.560488e+00, -7.418288e-01, -1.252723e+00, 1.367802e-10, 3.319269e-11, 9.164463e-11, 4.985712e+01, -2.813025e-01
2.867600e+09, 1.415714e-01, 7.244368e-01, 7.142734e-01, 1.557222e+00, -7.426213e-01, -1.254911e+00, 1.371643e-10, 3.315223e-11, 9.183087e-11, 4.981196e+01, -2.812489e-01
2.871400e+09, 1.415484e-01, 7.245427e-01, 7.141687e-01, 1.553947e+00, -7.434128e-01, -1.257103e+00, 1.375440e-10, 3.311180e-11, 9.201782e-11, 4.976674e+01, -2.811907e-01
2.875200e+09, 1.415246e-01, 7.246498e-01, 7.140628e-01, 1.550663e+00, -7.442034e-01, -1.259300e+00, 1.379194e-10, 3.307138e-11, 9.220539e-11, 4.972146e+01, -2.811277e-01
2.879000e+09, 1.414998e-01, 7.247580e-01, 7.139558e-01, 1.547370e+00, -7.449930e-01, -1.261502e+00, 1.382905e-10, 3.303094e-11, 9.239347e-11, 4.967611e+01, -2.810600e-01
2.882800e+09, 1.414741e-01, 7.248673e-01, 7.138475e-01, 1.544068e+00, -7.457817e-01, -1.263708e+00, 1.386573e-10, 3.299046e-11, 9.258199e-11, 4.963070e+01, -2.809875e-01
2.886600e+09, 1.414474e-01, 7.249778e-01, 7.137380e-01, 1.540758e+00, -7.465694e-01, -1.265918e+00, 1.390200e-10, 3.294992e-11, 9.277086e-11, 4.958523e+01, -2.809103e-01
2.890400e+09, 1.414199e-01, 7.250894e-01, 7.136271e-01, 1.537439e+00, -7.473561e-01, -1.268133e+00, 1.393787e-10, 3.290929e-11, 9.296000e-11, 4.953971e+01, -2.808282e-01
2.894200e+09, 1.413914e-01, 7.252022e-01, 7.135150e-01, 1.534111e+00, -7.481418e-01, -1.270353e+00, 1.397337e-10, 3.286855e-11, 9.314934e-11, 4.949414e+01, -2.807414e-01
2.898000e+09, 1.413620e-01, 7.253162e-01, 7.134015e-01, 1.530774e+00, -7.489266e-01, -1.272577e+00, 1.400852e-10, 3.282767e-11, 9.333881e-11, 4.944852e+01, -2.806497e-01
2.901800e+09, 1.413316e-01, 7.254313e-01, 7.132866e-01, 1.527430e+00, -7.497104e-01, -1.274805e+00, 1.404336e-10, 3.278664e-11, 9.352837e-11, 4.940285e+01, -2.805531e-01
2.905600e+09, 1.413004e-01, 7.255476e-01, 7.131703e-01, 1.524077e+00, -7.504932e-01, -1.277039e+00, 1.407792e-10, 3.274543e-11, 9.371795e-11, 4.935714e+01, -2.804518e-01
2.909400e+09, 1.412683e-01, 7.256651e-01, 7.130526e-01, 1.520716e+00, -7.512750e-01, -1.279276e+00, 1.411224e-10, 3.270402e-11, 9.390753e-11, 4.931139e+01, -2.803455e-01
2.913200e+09, 1.412353e-01, 7.257838e-01, 7.129334e-01, 1.517346e+00, -7.520559e-01, -1.281518e+00, 1.414636e-10, 3.266239e-11, 9.409706e-11, 4.926560e+01, -2.802345e-01
2.917000e+09, 1.412014e-01, 7.259037e-01, 7.128128e-01, 1.513968e+00, -7.528357e-01, -1.283765e+00, 1.418034e-10, 3.262052e-11, 9.428653e-11, 4.921978e+01, -2.801186e-01
2.920800e+09, 1.411667e-01, 7.260248e-01, 7.126907e-01, 1.510583e+00, -7.536146e-01, -1.286016e+00, 1.421423e-10, 3.257840e-11, 9.447592e-11, 4.917392e+01, -2.799979e-01
2.924600e+09, 1.411311e-01, 7.261470e-01, 7.125671e-01, 1.507189e+00, -7.543924e-01, -1.288272e+00, 1.424808e-10, 3.253600e-11, 9.466522e-11, 4.912803e+01, -2.798724e-01
2.928400e+09, 1.410948e-01, 7.262705e-01, 7.124420e-01, 1.503787e+00, -7.551693e-01, -1.290532e+00, 1.428196e-10, 3.249332e-11, 9.485445e-11, 4.908211e+01, -2.797422e-01
2.932200e+09, 1.410576e-01, 7.263953e-01, 7.123154e-01, 1.500377e+00, -7.559451e-01, -1.292797e+00, 1.431592e-10, 3.245033e-11, 9.504362e-11, 4.903615e+01, -2.796071e-01
2.936000e+09, 1.410196e-01, 7.265212e-01, 7.121872e-01, 1.496959e+00, -7.567199e-01, -1.295066e+00, 1.435003e-10, 3.240703e-11, 9.523276e-11, 4.899017e+01, -2.794673e-01
2.939800e+09, 1.409809e-01, 7.266484e-01, 7.120575e-01, 1.493533e+00, -7.574936e-01, -1.297340e+00, 1.438435e-10, 3.236340e-11, 9.542190e-11, 4.894417e+01, -2.793228e-01
2.943600e+09, 1.409414e-01, 7.267769e-01, 7.119262e-01, 1.490098e+00, -7.582663e-01, -1.299618e+00, 1.441897e-10, 3.231944e-11, 9.561108e-11, 4.889813e+01, -2.791736e-01
2.947400e+09, 1.409012e-01, 7.269066e-01, 7.117934e-01, 1.486656e+00, -7.590380e-01, -1.301901e+00, 1.445394e-10, 3.227512e-11, 9.580037e-11, 4.885207e+01, -2.790197e-01
2.951200e+09, 1.408603e-01, 7.270376e-01, 7.116590e-01, 1.483205e+00, -7.598086e-01, -1.304188e+00, 1.448934e-10, 3.223046e-11, 9.598983e-11, 4.880598e+01, -2.788611e-01
2.955000e+09, 1.408188e-01, 7.271699e-01, 7.115231e-01, 1.479745e+00, -7.605781e-01, -1.306480e+00, 1.452523e-10, 3.218544e-11, 9.617954e-11, 4.875987e+01, -2.786979e-01
2.958800e+09, 1.407765e-01, 7.273034e-01, 7.113856e-01, 1.476277e+00, -7.613466e-01, -1.308777e+00, 1.456170e-10, 3.214006e-11, 9.636957e-11, 4.871373e+01, -2.785301e-01
2.962600e+09, 1.407337e-01, 7.274383e-01, 7.112465e-01, 1.472800e+00, -7.621140e-01, -1.311078e+00, 1.459881e-10, 3.209432e-11, 9.656002e-11, 4.866756e+01, -2.783577e-01
2.966400e+09, 1.406902e-01, 7.275745e-01, 7.111059e-01, 1.469315e+00, -7.628803e-01, -1.313383e+00, 1.463664e-10, 3.204822e-11, 9.675099e-11, 4.862136e+01, -2.781807e-01
2.970200e+09, 1.406462e-01, 7.277120e-01, 7.109637e-01, 1.465820e+00, -7.636454e-01, -1.315693e+00, 1.467525e-10, 3.200176e-11, 9.694259e-11, 4.857514e+01, -2.779991e-01
2.974000e+09, 1.406016e-01, 7.278509e-01, 7.108200e-01, 1.462316e+00, -7.644095e-01, -1.318008e+00, 1.471472e-10, 3.195494e-11, 9.713493e-11, 4.852888e+01, -2.778130e-01
2.977800e+09, 1.405564e-01, 7.279911e-01, 7.106748e-01, 1.458803e+00, -7.651725e-01, -1.320327e+00, 1.475510e-10, 3.190777e-11, 9.732813e-11, 4.848260e+01, -2.776223e-01
2.981600e+09, 1.405107e-01, 7.281327e-01, 7.105280e-01, 1.455280e+00, -7.659343e-01, -1.322651e+00, 1.479647e-10, 3.186025e-11, 9.752232e-11, 4.843627e+01, -2.774271e-01
2.985400e+09, 1.404644e-01, 7.282757e-01, 7.103797e-01, 1.451747e+00, -7.666950e-01, -1.324979e+00, 1.483888e-10, 3.181239e-11, 9.771764e-11, 4.838992e+01, -2.772273e-01
2.989200e+09, 1.404177e-01, 7.284201e-01, 7.102299e-01, 1.448204e+00, -7.674546e-01, -1.327312e+00, 1.488240e-10, 3.176420e-11, 9.791421e-11, 4.834352e+01, -2.770230e-01
2.993000e+09, 1.403705e-01, 7.285660e-01, 7.100786e-01, 1.444651e+00, -7.682130e-01, -1.329650e+00, 1.492707e-10, 3.171570e-11, 9.811219e-11, 4.829709e+01, -2.768142e-01
2.996800e+09, 1.403227e-01, 7.287132e-01, 7.099259e-01, 1.441087e+00, -7.689702e-01, -1.331993e+00, 1.497296e-10, 3.166689e-11, 9.831171e-11, 4.825061e+01, -2.766008e-01
3.000600e+09, 1.402746e-01, 7.288619e-01, 7.097716e-01, 1.437512e+00, -7.697263e-01, -1.334340e+00, 1.502009e-10, 3.161778e-11, 9.851291e-11, 4.820409e+01, -2.763828e-01
3.004400e+09, 1.402259e-01, 7.290121e-01, 7.096158e-01, 1.433926e+00, -7.704812e-01, -1.336692e+00, 1.506853e-10, 3.156840e-11, 9.871595e-11, 4.815752e+01, -2.761602e-01
3.008200e+09, 1.401768e-01, 7.291638e-01, 7.094586e-01, 1.430328e+00, -7.712349e-01, -1.339049e+00, 1.511830e-10, 3.151876e-11, 9.892097e-11, 4.811091e+01, -2.759330e-01
3.012000e+09, 1.401273e-01, 7.293170e-01, 7.093000e-01, 1.426718e+00, -7.719875e-01, -1.341411e+00, 1.516944e-10, 3.146887e-11, 9.912811e-11, 4.806424e+01, -2.757012e-01
3.015800e+09, 1.400772e-01, 7.294717e-01, 7.091399e-01, 1.423096e+00, -7.727388e-01, -1.343778e+00, 1.522197e-10, 3.141876e-11, 9.933753e-11, 4.801751e+01, -2.754646e-01
3.019600e+09, 1.400268e-01, 7.296280e-01, 7.089783e-01, 1.419462e+00, -7.734890e-01, -1.346149e+00, 1.527591e-10, 3.136844e-11, 9.954935e-11, 4.797073e+01, -2.752233e-01
3.023400e+09, 1.399758e-01, 7.297858e-01, 7.088154e-01, 1.415815e+00, -7.742380e-01, -1.348526e+00, 1.533129e-10, 3.131793e-11, 9.976373e-11, 4.792389e+01, -2.749772e-01
3.027200e+09, 1.399244e-01, 7.299452e-01, 7.086510e-01, 1.412154e+00, -7.749857e-01, -1.350908e+00, 1.538810e-10, 3.126725e-11, 9.998080e-11, 4.787698e+01, -2.747262e-01
3.031000e+09, 1.398725e-01, 7.301062e-01, 7.084852e-01, 1.408480e+00, -7.757323e-01, -1.353295e+00, 1.544635e-10, 3.121643e-11, 1.002007e-10, 4.783001e+01, -2.744703e-01
3.034800e+09, 1.398201e-01, 7.302689e-01, 7.083180e-01, 1.404792e+00, -7.764776e-01, -1.355688e+00, 1.550604e-10, 3.116548e-11, 1.004235e-10, 4.778297e+01, -2.742094e-01
3.038600e+09, 1.397673e-01, 7.304332e-01, 7.081493e-01, 1.401090e+00, -7.772217e-01, -1.358086e+00, 1.556717e-10, 3.111443e-11, 1.006494e-10, 4.773587e+01, -2.739435e-01
3.042400e+09, 1.397139e-01, 7.305991e-01, 7.079793e-01, 1.397373e+00, -7.779646e-01, -1.360489e+00, 1.562971e-10, 3.106330e-11, 1.008784e-10, 4.768868e+01, -2.736723e-01
3.046200e+09, 1.396599e-01, 7.307668e-01, 7.078078e-01, 1.393641e+00, -7.787063e-01, -1.362897e+00, 1.569365e-10, 3.101211e-11, 1.011108e-10, 4.764143e+01, -2.733960e-01
3.050000e+09, 1.396054e-01, 7.309362e-01, 7.076349e-01, 1.389894e+00, -7.794467e-01, -1.365311e+00, 1.575895e-10, 3.096088e-11, 1.013465e-10, 4.759409e+01, -2.731143e-01
3.053800e+09, 1.395503e-01, 7.311073e-01, 7.074606e-01, 1.386132e+00, -7.801859e-01, -1.367731e+00, 1.582560e-10, 3.090965e-11, 1.015856e-10, 4.754668e+01, -2.728272e-01
3.057600e+09, 1.394946e-01, 7.312801e-01, 7.072849e-01, 1.382353e+00, -7.809239e-01, -1.370157e+00, 1.589354e-10, 3.085842e-11, 1.018283e-10, 4.749918e+01, -2.725345e-01
3.061400e+09, 1.394382e-01, 7.314548e-01, 7.071077e-01, 1.378558e+00, -7.816607e-01, -1.372588e+00, 1.596274e-10, 3.080723e-11, 1.020746e-10, 4.745161e+01, -2.722361e-01
3.065200e+09, 1.393811e-01, 7.316312e-01, 7.069290e-01, 1.374747e+00, -7.823963e-01, -1.375025e+00, 1.603315e-10, 3.075609e-11, 1.023246e-10, 4.740395e+01, -2.719320e-01
3.069000e+09, 1.393234e-01, 7.318095e-01, 7.067488e-01, 1.370919e+00, -7.831306e-01, -1.377468e+00, 1.610472e-10, 3.070503e-11, 1.025783e-10, 4.735621e+01, -2.716220e-01
3.072800e+09, 1.392649e-01, 7.319896e-01, 7.065672e-01, 1.367074e+00, -7.838637e-01, -1.379917e+00, 1.617738e-10, 3.065407e-11, 1.028357e-10, 4.730839e+01, -2.713060e-01
3.076600e+09, 1.392056e-01, 7.321715e-01, 7.063840e-01, 1.363211e+00, -7.845956e-01, -1.382373e+00, 1.625108e-10, 3.060322e-11, 1.030969e-10, 4.726048e+01, -2.709839e-01
3.080400e+09, 1.391455e-01, 7.323554e-01, 7.061993e-01, 1.359331e+00, -7.853263e-01, -1.384834e+00, 1.632575e-10, 3.055251e-11, 1.033618e-10, 4.721248e+01, -2.706555e-01
3.084200e+09, 1.390845e-01, 7.325412e-01, 7.060131e-01, 1.355433e+00, -7.860558e-01, -1.387302e+00, 1.640133e-10, 3.050196e-11, 1.036305e-10, 4.716441e+01, -2.703207e-01
3.088000e+09, 1.390226e-01, 7.327289e-01, 7.058252e-01, 1.351517e+00, -7.867840e-01, -1.389776e+00, 1.647773e-10, 3.045159e-11, 1.039030e-10, 4.711625e+01, -2.699793e-01
3.091800e+09, 1.389598e-01, 7.329186e-01, 7.056357e-01, 1.347583e+00, -7.875111e-01, -1.392257e+00, 1.655490e-10, 3.040140e-11, 1.041793e-10, 4.706801e+01, -2.696313e-01
3.095600e+09, 1.388960e-01, 7.331103e-01, 7.054445e-01, 1.343630e+00, -7.882370e-01, -1.394744e+00, 1.663274e-10, 3.035143e-11, 1.044592e-10, 4.701968e+01, -2.692765e-01
3.099400e+09, 1.388312e-01, 7.333039e-01, 7.052516e-01, 1.339659e+00, -7.889616e-01, -1.397239e+00, 1.671119e-10, 3.030168e-11, 1.047429e-10, 4.697128e+01, -2.689147e-01
